19:30:14,462 (AWT-EventQueue-0) INFO  [uniandes.isis2304.parranderos.negocio.Alohandes] - Eliminando Habitacion por id: 5
19:30:14,472 (AWT-EventQueue-0) ERROR [uniandes.isis2304.parranderos.persistencia.PersistenciaAlohandes] - Exception : Error con la ejecucion de Query de SQL "DELETE FROM A_HABITACION WHERE id = ?".
ORA-02292: restricción de integridad (SYSTEM.FK_HABITACIONHOTEL_IDHABITACION) violada - registro secundario encontrado

19:30:14,473 (AWT-EventQueue-0) INFO  [uniandes.isis2304.parranderos.negocio.Alohandes] - Eliminando Habitacion por id: -1 tuplas eliminadas
19:30:18,017 (AWT-EventQueue-0) INFO  [uniandes.isis2304.parranderos.negocio.Alohandes] - Generando los VO de Habitacion
19:30:18,029 (AWT-EventQueue-0) INFO  [uniandes.isis2304.parranderos.negocio.Alohandes] - Generando los VO de Habitaciones: 30 existentes
19:30:53,076 (AWT-EventQueue-0) INFO  [uniandes.isis2304.parranderos.negocio.Alohandes] - Adicionando Habitacion: Hotel
19:30:53,083 (AWT-EventQueue-0) INFO  [uniandes.isis2304.parranderos.negocio.Alohandes] - Adicionando Hbaitacion: Habitacio [id=74, tipo=Hotel]
19:31:23,368 (AWT-EventQueue-0) INFO  [uniandes.isis2304.parranderos.negocio.Alohandes] - Generando VO de reservas por idhabitacion: 74
19:31:23,371 (AWT-EventQueue-0) INFO  [uniandes.isis2304.parranderos.negocio.Alohandes] - Generando los VO de Reservas: 0 reservas existentes
19:31:23,371 (AWT-EventQueue-0) INFO  [uniandes.isis2304.parranderos.negocio.Alohandes] - Eliminando Habitacion por id: 74
19:31:23,377 (AWT-EventQueue-0) INFO  [uniandes.isis2304.parranderos.negocio.Alohandes] - Eliminando Habitacion por id: 1 tuplas eliminadas
19:31:33,439 (AWT-EventQueue-0) INFO  [uniandes.isis2304.parranderos.negocio.Alohandes] - Generando Dinero Recibido por Proveedor en fecha 11-04-2023
19:31:33,536 (AWT-EventQueue-0) INFO  [uniandes.isis2304.parranderos.negocio.Alohandes] - Terminando Dinero Recibido por Proveedor en fecha 11-04-2023
19:31:37,244 (AWT-EventQueue-0) INFO  [uniandes.isis2304.parranderos.negocio.Alohandes] - Generando Ofertas Mas Populares 
19:31:37,254 (AWT-EventQueue-0) INFO  [uniandes.isis2304.parranderos.negocio.Alohandes] - Terminando Ofertas Mas Populares 
19:31:39,161 (AWT-EventQueue-0) INFO  [uniandes.isis2304.parranderos.negocio.Alohandes] - Generando Indice Ocupacion Ofertas 
19:31:39,176 (AWT-EventQueue-0) INFO  [uniandes.isis2304.parranderos.negocio.Alohandes] - Terminando Indice Ocupacion Ofertas 
